Station_Name,Longitude,Latitude,Street_Address
Premier Nissan,-121.877656,37.275144,1120 W Capitol Expy
Nissan - San Juan Capistrano,-117.676142,33.47443,33633 Camino Capistrano
San Leandro Nissan,-122.162746,37.712609,1152 Marina Blvd
Coast Nissan,-120.68455,35.25062,12150 Los Osos Valley Rd
Stevens Creek Nissan,-121.988027,37.323569,4855 Stevens Creek Blvd
Jim Bone Nissan,-122.714089,38.425537,1275 Santa Rosa Ave
Cardinale Nissan,-121.849899,36.611189,1661 Del Monte Blvd
Nissan of Van Nuys,-118.449059,34.168824,5425 Van Nuys Blvd
First Nissan,-118.778957,34.277324,2325 1st St
Nissan of Stockton,-121.275339,38.022022,3077 E Hammer Ln
Quality Nissan - Temecula,-117.155039,33.516768,41895 Motor Car Pkwy
Tracy Nissan,-121.4632052,37.75990555,3195 N Naglee Rd
Nissan of Tustin,-117.799302,33.72484,30 Auto Center Dr
Nissan of Vacaville,-121.941218,38.381441,671 Orange Dr
Champion Nissan,-118.557774,34.420546,24111 Creekside Rd
Vallejo Nissan,-122.255493,38.118088,3287 Sonoma Blvd
Valley Hi Nissan,-117.3219,34.517883,15722 Valley Park Ln
Nissan of Visalia,-119.27569,36.32327,830 S Ben Maddox Way
West Covina Nissan,-117.890899,34.074227,205 N Citrus St
Firkins Nissan,-82.578036,27.462023,1611 Cortez Rd W
Maus Nissan,-82.57947,28.848733,937 S Suncoast Blvd
Deland Nissan,-81.300079,28.983689,2600 S Woodland Blvd
Delray Nissan,-80.072333,26.435016,2200 S Federal Hwy
Fort Lauderdale Nissan,-80.137099,26.109825,1051 S Federal Hwy
Westside Nissan,-81.730832,30.288306,1726 Cassat Ave
Fuccillo Nissan,-81.736209,30.212415,7447 Blanding Blvd
Rountree-Moore Nissan,-82.702224,30.18082,4262 W US 90
Bill Seidle's Nissan,-80.366772,25.783121,10500 NW 12th St
Palmetto 57 Nissan,-80.292105,25.9262,16725 NW 57th Ave
AutoNation Nissan - Miami,-80.250516,25.76506,3345 SW 8th St
AutoNation Nissan - Kendall,-80.348241,25.609391,17305 S Dixie Hwy
AutoNation Nissan - Pembroke Pines,-80.263072,26.007358,8890 Pines Blvd
Alan Jay Nissan,-81.481603,27.485756,1700 Flare Rd
Wallace Nissan,-80.217708,27.152729,4313 S Federal Hwy
Courtesy Nissan - Tampa,-82.506186,27.995139,3800 W Hillsborough Ave
Ferman Nissan - North Tampa,-82.458596,28.049764,11001 N Florida Ave
Sutherlin Nissan,-80.376442,27.585356,946 S US Highway 1
Hill Nissan,-81.676059,27.982961,6401 Cypress Gardens Blvd
Sutherlin Nissan - Mall of Georgia,-83.98366,34.075281,3520 Highway 20
Nalley Nissan of Atlanta,-84.283186,33.907866,2551 The Nalley Way
Gwinnett Place Nissan,-84.146036,33.967935,2555 Pleasant Hill Rd
Stone Mountain Nissan,-83.905677,33.841932,4275 Highway 78
AutoNation Nissan - Thornton Road,-84.612737,33.784015,811 Thornton Rd
AutoNation Nissan - Marietta,-84.50889,33.92909,925 Cobb Pkwy SE
Nissan South,-84.344405,33.566938,6889 Jonesboro Rd
Regal Nissan,-84.327529,34.022437,1090 Holcomb Bridge Rd
Nissan South Union City,-84.521117,33.565412,4080 Jonesboro Rd
Five Star Nissan,-83.66552,32.555572,839 Warren Dr
New City Nissan,-157.88225,21.335175,2295 N King St
Jim Falk Motors - Maui,-156.458605,20.8891,260 Hana Hwy
King Windward Nissan,-157.799326,21.399116,45-568 Kamehameha Hwy
Tony Nissan,-157.998343,21.42849,94-1299 Ka Uka Blvd
Municipal Garage,-76.610539,39.291785,200 N Holliday St
Bel Air Nissan,-76.382317,39.505659,1506 Bel Air Rd
Community College of Baltimore County (CCBC),-76.730918,39.256947,800 S Rolling Rd
Younger Nissan,-77.407835,39.391175,7418 Grove Rd
Criswell Nissan,-77.249773,39.177414,19574 Amaranth Dr
Passport Nissan - Marlow Heights,-76.923233,38.82681,5000 Auth Way
Darcars Nissan,-77.161016,39.113757,15911 Indianola Dr
Herb Gordon Nissan,-76.947933,39.077447,3131 Automobile Blvd
CITY OF ST PAUL COMO PARK 1,-93.143646,44.981705,1360 Lexington Pkwy N
Lawson Parking Ramp,-93.095535,44.946327,10 W 6th St
Lower Town Parking Ramp,-93.088226,44.947042,316 Jackson St
RAMSEY COUNTY UNION DEPOT B 1,-93.085448,44.947205,240 Kellogg Blvd E
CITY OF ST PAUL SPRUCE TREE,-93.16832,44.955353,1600 University Ave W
World Trade Center Parking Ramp,-93.0962,44.948972,477 Cedar St
Modern Nissan - Concord,-80.622777,35.392063,967 Concord Pkwy S
Fred Anderson Nissan,-78.956747,35.042419,4559 Raeford Rd
Vann Yorks High Point Nissan,-79.996012,35.937981,1810 S Main St
Nissan of Lumberton,-78.997134,34.634487,1949 Roberts Ave
International Brotherhood of Electrical Workers 569 - NECA Electrical Training Center,-117.12114,32.823912,4675 Viewridge Ave
James River Air Conditioning,-77.48754,37.578536,1905 Westmoreland St
BCC PARAMUS NJ BCC002,-74.091629,40.950089,Odabash Way
NV ENERGY 6100 NEIL RD 4,-119.779038,39.467032,6100 Neil Rd
PIE AE OTC 3FL PKGSTA3,-97.749169,30.256917,505 Barton Springs Rd
New River Nissan,-80.4203,37.1581,2130 N Franklin St
Hyman Brothers Nissan,-77.61949,37.50418,11841 Midlothian Turnpike
KEY CENTER KEY CENTER 6,-122.19696,47.616104,601 108th Ave NE
KRC SKYLINE SKYLINE #1,-122.194037,47.61434,10900 NE 4th St
PUBLIC STATIONS PRINCETON CLUB,-89.309902,43.121878,1726 Eagan Rd
PUBLIC STATIONS MIDDLETON EAST,-89.50964,43.094649,7428 Terrace Ave
Smart Center San Diego,-117.1471252,32.82408524,4750 Kearny Mesa Rd
LEESBURG FL LIBRARY 01,-81.875204,28.811736,153-199 N Palmetto St
Baptist Health - West Kendall,-80.45629,25.67973328,9555 SW 162nd Ct
CITY OF HOLLAND 127 E 8TH,-86.101511,42.790376,127 E 8th St
KALAMAZOO RAMP3 PORTAGE ST#1,-85.581436,42.291309,134-156 Portage St
FOURTH COAST EV STATION #1,-85.5895,42.283531,816 South Westnedge Ave.
CITY OF LOWELL 204 E MAIN,-85.337494,42.933952,204 E Main
MONROE CCC STATION #2,-83.469955,41.917465,1555 S Raisinville Rd
DETROIT JATC CHARGE STATION,-83.079697,42.491943,2277 E 11 Mile Rd
3M Customer Innovation Center,-93.0005,44.96232,2350 Minnehaha Ave E
South Carolina Technology and Aviation Center,-82.383799,34.756982,2 Exchange St
Stone's Cove Kitbar,-77.409238,38.951695,2403 Centreville Rd
County of Greenville - County Square,-82.400037,34.840912,301 University Ridge
Furman University - Admissions Building,-82.433164,34.926241,3300 Poinsett Hwy
Figaro Restaurant,-72.583384,41.997588,90 Elm St
Jupiter Town Hall Complex,-80.1027,26.9322,210 Military Trail
City of Auburn Hills - Log Cabin Streetside Parking,-83.220931,42.6336,3388 Auburn Rd
DTE Energy - Headquarters Visitor Lot,-83.05662,42.33375168,1 Energy Plaza
MGM Casino - Public Parking Structure,-83.0608,42.33476,1777 3rd St
City of Rochester - City Hall & Municipal Park,-83.1366,42.683212,400 6th St
City of Rochester - Huntington Bank,-83.132684,42.678841,255 E 2nd St
Village of Rochester Hills,-83.193236,42.682914,176 N Adams Rd
City of Saline - City Parking Lot #2,-83.780162,42.166498,101 E Henry St
Cuyahoga Community College - Advanced Automotive Technology Center,-81.7638,41.36684,11000 Pleasant Valley Rd
Crystal Mountain Resort & Spa,-85.991356,44.520371,12500 Crystal Mountain Dr
Annapolis Friends Meeting,-76.525253,39.001676,351 Dubois Ave
Quigley Chevrolet,-75.588988,40.397876,326 Main St
Richmond Ford Lincoln,-77.489409,37.578775,4600 W Broad St
Emagine Entertainment,-83.131111,42.455,200 N Main St
Marriott Hotel - Underground Deck,-78.638502,35.772881,1 E Lenoir St
City of Raleigh - Performing Arts Center Deck,-78.641492,35.772619,128 W South St
City of Raleigh - Wilmington Station Deck,-78.638203,35.77937,117 S Wilmington St
Southern Oregon University - Lot 8,-122.689496,42.187149,401 Stadium St
Snohomish County - Campus Garage,-122.206369,47.97725,3000 Rockefeller Ave
Atmosera,-122.776517,45.475743,9705 SW Sunshine Ct
Clackamas County Sheriff's Office - Brooks Building,-122.5722027,45.43039547,9101 SE Sunnybrook Blvd
Jim Ellis Chevrolet,-84.2914,33.90999,5900 Peachtree Industrial Blvd
O'Hare Airport - Short Term Parking,-87.90328,41.97850582,10000 W O'Hare Ave
WATERFORD GROUP COURTYARD 2,-71.536324,43.21772,70 Constitution Ave
Neal's Garage,-78.921405,36.009999,1907 W Markham Ave
SHERWOOD CANNERY #1,-122.840126,45.355354,NW Washington St
SHERWOOD CANNERY #2,-122.838837,45.356319,15665 SW Willamette St
SHEALY-COLUMBIA COUNTER SALES,-81.059303,33.931732,120 Saxe Gotha Rd
Kum & Go #408,-94.177871,36.379802,2811 E Central Ave
OUC CAY COMMONS 01,-81.445089,28.424816,4102 Breakview Dr
OUC DOMINOS UNIT 01,-81.396861,28.470548,5944 S Orange Blossom Trail
OUC VISTA CAY 01,-81.44937,28.429047,5012 Shoreway Loop
OUC WINGATE 1,-81.457176,28.485994,5661 Windhover Dr
Kum & Go #206,-93.735902,41.607327,1725 NW 86th St
Kum & Go #134,-91.981752,41.00709,1601 W Burlington Ave
Kum & Go #572,-93.769432,41.645933,4860 NW Urbandale Dr
CHARLES COUNTY INDIAN HEAD1,-77.086898,38.623533,3225 Ruth B Swann Dr
CHARLES COUNTY CRAIN CENTER1,-76.960389,38.369101,12480 Crain Hwy
TC Chevrolet,-122.740005,42.219548,2045 Highway 99 N
Randolph-Macon College - Andrews Hall,-77.476715,37.764986,420 Henry St
Meridian Associates Inc,-70.88959,42.562222,500 Cummings Ctr
NV ENERGY NV ENERGY 03,-115.227058,36.145081,6226 W Sahara Ave
Greenville-Spartanburg International Airport - Parking Lot B,-82.215505,34.889453,1980 GSP Dr
PIE AE ANIMAL SERVICE2,-97.689015,30.251357,7201 Levander Loop
PIE AE PUBDITTMAR2,-97.801298,30.185366,1009 W Dittmar Rd
PIE AE MILWOOD LIB 2,-97.71646,30.422284,12500 Amherst Dr
PIE AE PUB-STDAVIDSST1,-97.738936,30.268887,710 Trinity St
WOLF TRAP WOLF TRAP 1,-77.266663,38.936954,1551 Trap Rd
Harrisonburg Electric Commission,-78.870744,38.447533,89 W Bruce St
Country Chevrolet,-94.107832,45.256075,840 E Elm St
City of Kingsport - Parking Garage,-82.56179,36.547921,215 W Center St
PUBLIC STATIONS FITCHBURG COMM,-89.423463,43.002006,5530 Lacy Rd
PUBLIC STATIONS LAKE STREET ADA,-89.397267,43.074008,415 N Lake St
PUBLIC STATIONS ZOO ADA,-89.410359,43.058323,1339 Vilas Park Dr
Marsh Street Parking Structure,-120.6609,35.279705,881 Marsh St
Wilkerson Nature Preserve Park,-78.599883,35.92353,11408 Raven Ridge Rd
Caplan's Rainbow Parking,-122.332907,47.604115,214 Columbia St
Airlie Center,-77.793511,38.7566,6809 Airlie Rd
HIGHLANDCHEVRON HIGHLAND DUAL 1,-122.825561,45.475962,14470 SW Allen Blvd
METRO NASHVILLE NFD STATION 35,-86.59919,36.052151,2034 Hobson Pike
IBEWLOCAL26JATC MANASSAS 1,-77.516487,38.803836,7016 Infantry Ridge Rd
CITY OF SEATAC CITY HALL 1,-122.273183,47.434021,4800 S 188th St
TPU TPU HQ #6,-122.484226,47.228593,3628 S 35th St
LEE COUNTY GOV ADMIN EAST,-81.869132,26.642789,2201 2nd St
OUC SHERATON UNIT 1,-81.461419,28.463514,5905 International Drive
OUC OUC GARDENIA 01,-81.422651,28.503733,3800 Gardenia Ave
CITY OF TAMPA TWIGGS GARAGE 1,-82.451781,27.951258,901 E Twiggs St
ADVANCED DATA STATION 1,-88.226463,41.787044,1075 Shore Rd
CITY OF STCLAIR PALMER PARK #1,-82.485062,42.825718,201 N Riverside Ave
CITY OF STCLAIR ROTARY PARK #1,-82.488892,42.820992,331 Clinton
WALSH COLLEGE T WALSH OF TROY#1,-83.145241,42.573978,3838 Livernois Rd
CLT AIRPORT BV2 BASEMENT 1,-80.936932,35.233542,5601 Wilkinson Blvd
PALMER SQUARE CHAMBERS GARAGE,-74.662732,40.350118,25 Chambers St
Mission Trail Baptist Hospital,-98.436931,29.343808,3333 Research Plaza
Hawaii State Capitol Basement Parking Garage,-157.857725,21.30703,415 S Beretania St
Ka'ahumanu Hale First Circuit Court Parking Garage,-157.861322,21.302295,564 Pohukaina
Sheraton Waikiki,-157.83013,21.27871,2255 Kalakaua Avenue
Waikiki Beach Marriott,-157.823246,21.272518,2552 Kalakaua Ave
McHenry Row - Harris Teeter,-76.5996,39.26894,1801 Whetstone Way
American Bush - Solar Canopy,-111.900552,40.714413,2630 S 300 W
Anchor Nissan,-71.494611,41.96108,1041 Eddie Dowling Hwy
Net Zero USA,-84.251109,34.138312,7565 Industrial Ct
CITY BRADENTON RIVERWALK,-82.569442,27.499076,808 3rd Ave W
Orlando Health - Dr. P Phillips Hospital,-81.475116,28.429987,9400 Turkey Lake Rd
OUC OUC PERSHING 01,-81.303897,28.499373,5971 Pershing Ave
OUC OC FAMILY SERV,-81.358702,28.51288,1718 E Michigan Street
DON CESAR HOTEL EV CHARGER 01,-82.736735,27.709441,3400 Gulf Blvd
HARVARD PILGRIM HPHCQ2,-71.019877,42.232376,1600 Crown Colony Dr
GVSU CAMPUS KELLER LOT #1,-85.678139,42.964176,301 Fulton Street
GVSU CAMPUS SEWARD RAMP 1,-85.681992,42.964844,401 Fulton Street West
KISTLER TC-AM STATION 1,-83.510101,42.518055,30280 Hudson Dr
NEMC GREEN HCOC III,-83.439339,42.499039,28100 Cabot Dr
Park 'N Fly,-95.33138,29.94917,15850 John F Kennedy Blvd
BELLEVUE SBCC #2,-122.145285,47.568871,14509 SE Newport Way
EASTGATE OFFICE EASTGATE DUAL 1,-122.136238,47.581979,15395 SE 30th Pl
SAMMAMISH GARAGE 1,-122.036938,47.601657,801 228th Ave SE
WPS WPSC CORPORATE1,-88.010147,44.519554,700 N Adams St
CITY BRADENTON JUDICIALGARAGE2,-82.573234,27.493279,615 12th St W
Embassy Suites Hotel - Waikiki Beach Walk,-157.831689,21.279142,201 Beach Walk St
Ohana Waikiki East,-157.825052,21.277846,150 Kaiulani Ave
Raleigh Municipal Building Deck,-78.641779,35.779082,201 W Morgan St
City of Raleigh - Walnut Creek Wetland Center,-78.625345,35.760503,950 Peterson St
City of Raleigh - Optimist Park and Community Center,-78.643641,35.862603,5910 Whittier Dr
City of Raleigh - Jaycee Park and Community Center,-78.663445,35.800443,2401 Wade Ave
City of Raleigh - Wilders Grove,-78.573106,35.788789,630 Beacon Lake Dr
City of Raleigh - Transit Center,-78.563464,35.767483,808 Bus Way
Giant Eagle #43 - Pine Township,-80.054285,40.632138,155 Towne Center Dr
Paul Masse Chevrolet,-71.347614,41.823099,1111 Taunton Ave
Town of Normal - Public Works Department,-89.004735,40.496969,1301 Warriner
Beaufort Street Parking Deck,-88.986429,40.507954,211 W Beaufort St
Whole Foods Market,-90.117642,29.920829,5600 Magazine St
Heartland Community College - Workforce Development Center,-89.013791,40.535456,1500 W Raab Rd
New Belgium Brewing,-105.0684,40.593417,500 Linden St
NIPSCO HEADQUARTERS-E,-87.327074,41.460671,801 E. 86th Avenue
Ohio Statehouse Parking Garage,-82.998458,39.960356,60 E State St
GATEWAY TECH ELKHORN 1,-88.524261,42.666735,400 County Road H
CITYOFKISSIMMEE CITY HALL,-81.406797,28.294546,101 N Church St
CITYOFKISSIMMEE LAKEFRONT PARK,-81.404105,28.291415,300 E Monument Ave
OUC INFUSION TEA 01,-81.389771,28.565738,1600 Edgewater Dr
Marriott - Wailea Beach,-156.439752,20.688309,3700 Wailea Alanui Dr
Heartland Community College - Astroth Community Education Center,-89.011493,40.534785,1500 W Raab Rd
CITY OF GR PARK GOV CENTER RAMP,-85.670457,42.969202,300 Monroe Ave NW
CITY OF GR PARK OTTAWA FULTON 1,-85.670993,42.963679,50 Ottawa Ave NW
Ann Arbor Downtown Development Authority - Library Parking Structure,-83.745565,42.278754,319 S Fifth Ave
CITY OF GR PARK GALLERY PLACE,-85.668737,42.962871,10 Commerce Ave SW
Alexander's Storage,-87.034614,35.61323,101 W 8th St
Balise Nissan - Warwick,-71.428289,41.742755,1350 Post Rd
Elizabeth Parking Authority - J Christian Bollwage Garage,-74.216585,40.663848,37 Caldwell Pl
The Green Parking Garage,-80.846273,35.223874,435 S Tryon St
Eaton Corp,-80.200182,40.492883,1000 Cherrington Pkwy
AAA Car Care Plus,-78.821443,42.979363,2131 Eggert Rd
AAA Car Care Plus,-78.69278,42.965851,8120 Main St
Tynan's Nissan,-105.078041,40.505604,5811 S College Ave
WHOLE FOODS MKT OKCWESTERN 2,-97.531053,35.533862,6001 N Western Ave
Mountain Energy Market of Vermont,-72.820633,43.199508,3590 Vermont State Highway 100
COL GARAGE EVSE 1,-81.954245,28.04433,314 E Main St
NATIONAL GRID CHILIS LEOMNSTR,-71.713346,42.525121,42 Orchard Hill Park Dr
NATIONAL GRID CHILIS WESTFORD,-71.41896,42.5703,137 Littleton Rd
NATIONAL GRID UNION STATION 1,-71.794678,42.260546,225 Franklin St
UM PTS GRAND,-76.621894,39.290036,5 N Paca St
UM PTS PEARL #3,-76.62439,39.290764,622 W Fayette St
UM PTS PRATT,-76.624935,39.28651,646 West Pratt Street
UM PTS PLAZA #1,-76.622679,39.28808,500 West Redwood Street
DTE Energy - Western Wayne Center,-83.444131,42.244351,8001 Haggerty Rd
University of Detroit Mercy,-83.1364,42.41423,4001 W McNichols Rd
THOMSON REUTERS EAGAN CAMPUS,-93.112679,44.825192,610 Opperman Dr
FLASTER GREENBERG PC,-75.029991,39.934849,1810 Chapel Ave W
ACC ROUNDROCK STAT4,-97.658312,30.563925,4400 College Park Dr
JBG SMITH STATION 2,-77.085782,38.890342,2200 Clarendon Blvd
JBG SMITH 2231 CRYSTAL DR,-77.049408,38.85424,2231 Crystal Dr
IBEW LOCAL 46 IBEW LOCAL 46 1,-122.256619,47.424222,19802 62nd Ave S
VALLEY MED CTR MAIN LOT #5,-122.212445,47.443255,400 S 43rd St
VALLEY MED CTR N GARAGE #1,-122.214491,47.444606,4033 Talbot Rd S
PUBLIC STATIONS ALDO LEOPOLD,-89.321148,43.054704,300 Femrite Dr
North Carolina State University - McKimmon Center and Solar House,-78.6864,35.78214,1201 Gorman Ave
Cambria Suites - Traverse City,-85.585342,44.763048,255 Munson Ave
Great Escape Restaurant,-87.865268,41.955233,9540 W Irving Park Rd
Taylor Automotive,-79.180591,35.49416,1007 Hawkins Ave
EVSP WALGREENS STORE 13012,-77.396964,38.672391,6400 Hoadly Rd
ACCESS MAIL EVSE UNIT 01,-82.721249,27.901732,14240 62nd St N
OUC HILTON UNIT 01,-81.456277,28.425298,6001 Destination Pkwy
OUC STCL CITY HALL1,-81.28294,28.249967,1300 9th St
OUC STCL SR CTR 1,-81.279774,28.250888,702 Indiana Ave
EVSP WALGREENS STORE 5623,-76.681801,39.326834,3801 Liberty Heights Ave
EVSP WALGREENS STORE 6396,-76.495725,39.334156,8606 Philadelphia Rd
Goodwill,-93.237039,45.183283,11701 Ulysses Ln NE
City of Columbia - Sumter Street Garage,-81.032931,34.004883,1400 Sumter St
City of Columbia - Lady Street Garage,-81.035726,34.002107,1100 Lady St
Malibu Country Mart,-118.686393,34.035802,3835 Cross Creek Rd
Golden Gate National Recreation Area - Crissy Field,-122.449461,37.806099,1199 E Beach
Tampa Area Electrical JATC,-82.392164,27.988197,5625 Harney Rd
University of Connecticut - Motor Pool,-72.261825,41.811817,9 Discovery Dr
Nissan North America,-86.813764,35.940203,1 Nissan Way
City of Renton - City Hall,-122.204976,47.474537,1055 S Grady Way
PW PARKING A ST GARAGE 01,-122.437429,47.253809,110 S 10th St
PW PARKING GLASS MUSEUM 01,-122.43398,47.245934,1801 Dock St
Pierce County - Annex Lot,-122.469105,47.228866,2401 S 35th St
Pierce County - City Building,-122.446141,47.253668,930 Tacoma Ave S
Tremont Street Garage,-104.991416,39.742113,400 15th St
Greater Hartford Transit District - Spruce Street Lot,-72.681825,41.769417,1 Union Pl
Carriage Nissan,-83.85946,34.275207,2400 Browns Bridge Rd
Town Center Nissan,-84.577162,34.010005,2310 Barrett Lakes Blvd N
State Street Garage,-71.055089,42.358449,75 State St
MASS AUDUBON JOPPA FLATS,-70.847133,42.799163,1 Plum Island Turnpike
NATIONAL GRID CHILIS PLNVILLE,-71.311914,42.032751,107 Taunton St
Carolina Nissan,-79.503697,36.063557,1329 Huffman Mill Rd
North Carolina State University - Joyner Visitor Center,-78.684667,35.784037,1210 Varsity Dr
Carmine's Coal Fired Pizza,-80.102668,26.892152,4575 Military Trail
AC REG PLANNING STATION 1,-73.165412,44.015999,14 Seminary St
City of Seattle - Central Library,-122.332664,47.606684,1000 4th Ave
City of Seattle - Seattle Center,-122.347124,47.622085,516 Harrison St
Thruway Nissan,-74.068916,41.504105,79 Route 17K
Country Club Imports,-75.100333,42.451285,55 Oneida St
West-Herr Nissan,-78.76558,42.784867,3580 Southwestern Blvd
Nissan 112,-73.00827,40.792986,730 Route 112
Huttig Nissan,-73.444894,44.667361,4670 State Route 9
Nissan City - Port Chester,-73.669405,40.996358,225 Boston Post Rd
Riverhead Auto Mall,-72.704752,40.924758,1800 Old Country Rd
Dorschel Nissan,-77.641934,43.077581,3817 W Henrietta Rd
Smithtown Nissan,-73.162067,40.859886,535 Middle Country Rd
Lia Nissan,-73.88522,42.764517,2233 Central Ave
Gregoris Motors,-73.717206,40.670497,555 W Merrick Rd
Legend Nissan,-73.507761,40.809865,268 Jericho Turnpike
Serafini Nissan-Volvo,-76.003703,42.095812,3101 Vestal Pkwy E
Poughkeepsie Nissan,-73.908392,41.587383,1445 Route 9
Vision Nissan,-77.478237,43.204065,785 Ridge Rd
